title,url
Зацепил мотоциклиста,https://www.youtube.com/watch?v=9xJ1fAecMLY
"Извините, не заметила",https://www.youtube.com/watch?v=QmjDvbOfnJA
Едем дальше,https://www.youtube.com/watch?v=ZZjlpy8S0Hc
Не поздно развернуться,https://www.youtube.com/watch?v=saoIhj3OiXI
ДТП с искоркой,https://www.youtube.com/watch?v=Q7eEpIpz-Us
"Поеду, вроде не задел",https://www.youtube.com/watch?v=pu05TIMD-qo
Не та передача,https://www.youtube.com/watch?v=NcVdkig5Pi0
Притормозил уже на газоне,https://www.youtube.com/watch?v=F24zoUzLVX4
Как же так?,https://www.youtube.com/watch?v=L3NjQaxED14
"Нет слов, одни эмоции",https://www.youtube.com/watch?v=gbq2kuwyE1c
Как нога?,https://www.youtube.com/watch?v=wFjvorkNDkA
Разлетелись в разные стороны,https://www.youtube.com/watch?v=SEOPvjdwAQ0
Могло быть хуже,https://www.youtube.com/watch?v=UfTAleM6idM
"Отъедем, поговорим",https://www.youtube.com/watch?v=MrEz3skROZE
Накатило,https://www.youtube.com/watch?v=-YeUETvRB_I
В упор не видит,https://www.youtube.com/watch?v=AOn8m_xg-UA
Искренне сочувствуем,https://www.youtube.com/watch?v=gbZKPwv9Om8
Скоростной режим,https://www.youtube.com/watch?v=zxi5latwdm0
Отличный прыжок,https://www.youtube.com/watch?v=JzUsJjM91PQ
Напоминаем о правилах,https://www.youtube.com/watch?v=q-GEaKvLxnk
Взлет разрешен,https://www.youtube.com/watch?v=nemZo7ABhEw
Заблудился?,https://www.youtube.com/watch?v=gKQYwW0ompc
В нужном месте в нужный час,https://www.youtube.com/watch?v=sh2IfTWZyKc
Сюрприз за автобусом,https://www.youtube.com/watch?v=59SH2heL88A
Не получилось проскочить,https://www.youtube.com/watch?v=lHQjJFntiYI
Хотел уже было проскочить,https://www.youtube.com/watch?v=5C6XM3cNuXE
"Разрешите, я вас подниму",https://www.youtube.com/watch?v=tWC5sY7rOfM
Еду—куда глаза глядят,https://www.youtube.com/watch?v=IV_lwmGxFm0
Обошлось без жертв,https://www.youtube.com/watch?v=8qTYKLeRbsU
Третий не успел,https://www.youtube.com/watch?v=womkZTGHock
Прямо или налево?,https://www.youtube.com/watch?v=q2sT2zJ_kuQ
Тормози!,https://www.youtube.com/watch?v=Uru_xEW3k8I
"Встречайте, уже еду!",https://www.youtube.com/watch?v=5q3vCzR18n8
Чудом избежал ДТП,https://www.youtube.com/watch?v=QGSZHE0bZSM
Оперативность ГИБДД,https://www.youtube.com/watch?v=4rMCuCuN8QY
Ведь главное велосипед в порядке,https://www.youtube.com/watch?v=9HDhSOnbPF0
Сюрприз за поворотом,https://www.youtube.com/watch?v=zZnxUfY0U2Y
Задумался?,https://www.youtube.com/watch?v=zJ2JrZd6bHM
Не вписался,https://www.youtube.com/watch?v=Wv227xZynLs
Не коснулся,https://www.youtube.com/watch?v=bfHBp_rE0UE
Посадил на капот,https://www.youtube.com/watch?v=SPBSK0ytU-w
Неравнодушные водители,https://www.youtube.com/watch?v=q9HNS_eL1Rc
Куда же теперь?,https://www.youtube.com/watch?v=BOU0IgC-o88
Все равно догоню,https://www.youtube.com/watch?v=b0mQvbFlXjg
Что же дальше не поехал?,https://www.youtube.com/watch?v=MDW63LCLHHM
Сам в шоке,https://www.youtube.com/watch?v=HtYDbNjx80s
Столкновение с пожарной машиной,https://www.youtube.com/watch?v=YL4vgV_3GEI
Не ожидал такого поворота,https://www.youtube.com/watch?v=SrTODKdUFqU
"Объяснил, как надо ездить",https://www.youtube.com/watch?v=MYN-8zHfnkQ
Скользит на все 180,https://www.youtube.com/watch?v=1xWERsNijWI
Поздно перестроился,https://www.youtube.com/watch?v=EB80CHcsmq8
Как не надо делать,https://www.youtube.com/watch?v=M2hnsGu6AB8
Хорошо был пустой перекресток,https://www.youtube.com/watch?v=K3BbpEccwOU
Водителю стало плохо,https://www.youtube.com/watch?v=ov-BfKxM9yM
Не уступил дорогу,https://www.youtube.com/watch?v=YAejOuTAcsI
Водитель даже не вышел,https://www.youtube.com/watch?v=noSMRi_nke4
Ох уж эти кольца,https://www.youtube.com/watch?v=4AFh-3FK3yc
"Ой, здесь же поворачиваем",https://www.youtube.com/watch?v=DWfS019RyRc
"Выходим, троллейбус дальше не поедет",https://www.youtube.com/watch?v=JxGLXigd0p0
Отделались царапинами,https://www.youtube.com/watch?v=5PmbJIQjayY
Что несем?,https://www.youtube.com/watch?v=FJDtdyxI_Tg
Оставил свой след,https://www.youtube.com/watch?v=bqATsau-fNU
Опять нарушаем?,https://www.youtube.com/watch?v=Xw53Or7I718
Как так-то?,https://www.youtube.com/watch?v=0jMHCbgt-zI
Обгоняя конкурентов,https://www.youtube.com/watch?v=MtWw-JLDPSc
Опасайся самоката,https://www.youtube.com/watch?v=Z0R_z5UPItA
Не смогли разъехаться,https://www.youtube.com/watch?v=CBNi3NxyGX4
Зато первый на остановке,https://www.youtube.com/watch?v=NAr2IFFVy1c
Петрозаводский марафон 2019,https://www.youtube.com/watch?v=KgXJbTnrj3E
По встречной полосе с пассажирами,https://www.youtube.com/watch?v=K6q2RjoVumI
Недоброе утро,https://www.youtube.com/watch?v=3JB-L0VKNZg
Я тоже успею,https://www.youtube.com/watch?v=wteh12WoXV0
Последствие касательного столкновения,https://www.youtube.com/watch?v=gv2SnchRpg8
Потерял управление,https://www.youtube.com/watch?v=Tew7u4zt20k
Потеряшки,https://www.youtube.com/watch?v=Z3e0Iyz_wCs
Каникулы начнутся в больнице,https://www.youtube.com/watch?v=nWj55Nt7MmA
«Ситилинк» в лицах.,https://www.youtube.com/watch?v=B_YrUxq0FnQ
Далеко выехал,https://www.youtube.com/watch?v=mZkPtTvxTzg
Берегите детей,https://www.youtube.com/watch?v=dalV3TdIoEI
Разлетелись осколки,https://www.youtube.com/watch?v=wlqjBjLfRXo
Утреняя неприятность,https://www.youtube.com/watch?v=sX7zvvzWooM
Опасные игры,https://www.youtube.com/watch?v=2F2F606YC8Q
Сократил путь по своему усмотрению,https://www.youtube.com/watch?v=7AqoBsXq1rY
Пора поставить знаки,https://www.youtube.com/watch?v=_XgdhWplWpo
Заварил кашу,https://www.youtube.com/watch?v=K00VTf0EIK0
Не с той полосы,https://www.youtube.com/watch?v=DS0h1wO--s4
Игривое настроение,https://www.youtube.com/watch?v=aXnfRPrYKuY
Так и не дошел,https://www.youtube.com/watch?v=DmHPeUWmR-4
Перебежать или пропустить,https://www.youtube.com/watch?v=tkh-hi3ytHY
Против правил,https://www.youtube.com/watch?v=_JE6FIHVAYU
«Ситилинк» в лицах.,https://www.youtube.com/watch?v=w4TtqlnX3Q0
Напугали пешехода,https://www.youtube.com/watch?v=wlLckMV5fME
Утром на Октябрьском проспекте,https://www.youtube.com/watch?v=DE2tunsJ4xw
Надеюсь живой,https://www.youtube.com/watch?v=pjz4aE5pfHo
Огненная ярость,https://www.youtube.com/watch?v=lg8lUDXrKUc
Что-то выходить не хочется,https://www.youtube.com/watch?v=dryQtUFpKRE
Мерседес на Ямахе,https://www.youtube.com/watch?v=xYolmjl5xoo
Внезапный кульбит,https://www.youtube.com/watch?v=4xVH7jEcNl4
"По ногам, как по асфальту",https://www.youtube.com/watch?v=m8R6akAyn1U
Думал проскочить,https://www.youtube.com/watch?v=2ogg_htKcDA
Столкнулись на пустой дороге,https://www.youtube.com/watch?v=V-LVTySNXAQ
Тройное ДТП,https://www.youtube.com/watch?v=fJEAyt8Z6Ag
Не уступил дорогу,https://www.youtube.com/watch?v=6sCD-VCZTUk
Прижал на кольце,https://www.youtube.com/watch?v=5-RXEFz8nds
Налетел на пешехода,https://www.youtube.com/watch?v=13ab-q90sJ0
«Ситилинк» в лицах,https://www.youtube.com/watch?v=31Z8hh2pPH4
Отлетело колесо,https://www.youtube.com/watch?v=WeJpX79Vae4
Бесстрашная Ока,https://www.youtube.com/watch?v=DwBLurcxJmI
Гонка с последствиями,https://www.youtube.com/watch?v=gjWK-0Mn5So
Наезд на торопыгу пешехода,https://www.youtube.com/watch?v=osVtbtOAkMI
Невнимательность,https://www.youtube.com/watch?v=u6bC5tBArfs
Незаконченный маневр,https://www.youtube.com/watch?v=MbYA9o9nnOU
Еще раз о правилах,https://www.youtube.com/watch?v=_E2VLnraVRM
Сгорел на работе,https://www.youtube.com/watch?v=hN69DngrPEQ
Наперегонки с самокатом,https://www.youtube.com/watch?v=nK_eJHSJ6oQ
Зачем ждать,https://www.youtube.com/watch?v=73vj4FDRIrQ
Так быстрее,https://www.youtube.com/watch?v=I5fUuCryZ_Q
Не успел,https://www.youtube.com/watch?v=9-EQjVG1J0k
Лобовое столкновение,https://www.youtube.com/watch?v=Mb6QLBnE5FU
Зацепил,https://www.youtube.com/watch?v=u0o7jGJlnZ0
Не соблюдал дистанцию,https://www.youtube.com/watch?v=ARtSOGJGNTk
Побежал под колеса,https://www.youtube.com/watch?v=ZATZvR5G23A
Догнал сзади,https://www.youtube.com/watch?v=fyxFR2C8aOw
Столкновение на кольце,https://www.youtube.com/watch?v=qjY8hr3u0zI
Далеко выехал,https://www.youtube.com/watch?v=4pQd_zxttVk
Потерял колеса,https://www.youtube.com/watch?v=hra-M_faY0s
Хотел проскочить,https://www.youtube.com/watch?v=TScUOtIrsn0
Троллейбус протащил под собой пешехода,https://www.youtube.com/watch?v=o92AGxzH3f4
Дал по газам после ДТП!,https://www.youtube.com/watch?v=a5LqecXOZlY
Человек попал под машину на пешеходном переходе.,https://www.youtube.com/watch?v=sGYbFMXHCdw
"Снес нарушителя, повернувшего на встречку.",https://www.youtube.com/watch?v=jMmL6NcdVGg
"Пешеход едва убежал, когда ладу бросило в столб.",https://www.youtube.com/watch?v=uX6ISztunvk
Пожарный урал занесло на встречке,https://www.youtube.com/watch?v=btTtqd4bVGE
На грани столкновения,https://www.youtube.com/watch?v=Rs9-7QeLVZY
Массовая драка и неудавшийся наезд на толпу,https://www.youtube.com/watch?v=67Jx-Jfq9HM
Подпрыгнул перед ДТП,https://www.youtube.com/watch?v=k3QeN99EbUs
Прямо в столб!,https://www.youtube.com/watch?v=ZRdpodBhE3s
Самосвал упал на авто,https://www.youtube.com/watch?v=Hbws-mqcYY8
Жесткое дтп с пешеходом,https://www.youtube.com/watch?v=_m4Uelun2W0
Ужасное ДТП,https://www.youtube.com/watch?v=cSY4LuVjaWE
Жесткое дтп подкинуло ПАЗик,https://www.youtube.com/watch?v=qctzIbJBBmU
Мотоциклист догнал автомобиль,https://www.youtube.com/watch?v=hp8hVtGDncQ
сбили пешехода в Кондопоге,https://www.youtube.com/watch?v=IfR85AoUlPU
Сбил. Погрузил в машину. Уехал,https://www.youtube.com/watch?v=BuPIU-a_A7w
Догнал у пешеходника. Страйк 2,https://www.youtube.com/watch?v=dV-kX8pyNo4
Догнал у пешеходника. Страйк!,https://www.youtube.com/watch?v=lZcXPHTxriY
Перевертыш,https://www.youtube.com/watch?v=56nZIxnqY0Q
Перебежал дорогу,https://www.youtube.com/watch?v=-2Y9NuCrUto
ДТП на перекрестке,https://www.youtube.com/watch?v=u2lKY4nsIAw
Шаолиньские разборки,https://www.youtube.com/watch?v=9YCMnS894cw
Наезд на пешехода!,https://www.youtube.com/watch?v=AIk700fO_00
Мощное Дтп на перекрестке,https://www.youtube.com/watch?v=uhRZ2uNUhIY
Врезался и уехал,https://www.youtube.com/watch?v=Jp5jmfxyIus
Пьяный за рулем на глазах у ДПС разбивает машину,https://www.youtube.com/watch?v=8IeXDI3JdHI
Драка в Кондопоге на детской площадке,https://www.youtube.com/watch?v=WfakgW7gIZc
"Рядовое ДТП на повороте, даже сами разобрались",https://www.youtube.com/watch?v=9mdSKx0jL3Q
"Подрезал автобус, за что и был наказан",https://www.youtube.com/watch?v=6-_2hViQxLg
Лобовая джипа с седаном,https://www.youtube.com/watch?v=Rr9CBG_rpVI
Наезд на ребенка,https://www.youtube.com/watch?v=MIDMLxZ_Kn8
МАШИНУ РАЗДАВИЛО ЖЕЛЕЗНОДОРОЖНЫМИ КАТКАМИ,https://www.youtube.com/watch?v=pneN6-_nHrA
"Ну куда же... Смотри, что получилось",https://www.youtube.com/watch?v=CMmDxhiEjnI
Ха! Самый умный,https://www.youtube.com/watch?v=1xfj9GEekBE
Не смогли угнать автомобиль,https://www.youtube.com/watch?v=_Fj0B2EvAlc
Кто виноват?,https://www.youtube.com/watch?v=0lQWsb6totw
Опасные маневры во дворе,https://www.youtube.com/watch?v=fpdY7eMtVJI
Прилетел цветочый горшок на крышу,https://www.youtube.com/watch?v=8FoxPZtlXHg
Режет колеса,https://www.youtube.com/watch?v=8zgZ2TQeoD4
Сбили пешехода,https://www.youtube.com/watch?v=i44oOope-t4
Серьезное ДТП с переворотом,https://www.youtube.com/watch?v=N83L1uCkE2g
Чуть было не было,https://www.youtube.com/watch?v=QRbKKC9FQi4
Подрезал грузовик!,https://www.youtube.com/watch?v=eupp7GjSGiI
Вот так газанул!,https://www.youtube.com/watch?v=JiV73Kj7UkI
Врезался в ковш трактора!,https://www.youtube.com/watch?v=Wt7pEizS_TY
Прав ли обочечник?,https://www.youtube.com/watch?v=UFvSYEipQNg
СБИЛИ РЕБЕНКА,https://www.youtube.com/watch?v=EuLpW7q87dE
В чем логика?,https://www.youtube.com/watch?v=igRnySdnKiQ
Сбил дорожный знак и уехал,https://www.youtube.com/watch?v=HoagIC9RoCw
Догнал на повороте!,https://www.youtube.com/watch?v=97t6OtiIkU4
"ДТП, вынесло в ограждение!",https://www.youtube.com/watch?v=v_xH6kovhq0
Сгоняли за пивком ночью,https://www.youtube.com/watch?v=zitMcXxGh-c
Беспалевно ворует бензин,https://www.youtube.com/watch?v=Cjw4xv77ySI
Успеть на мигающий зеленый!,https://www.youtube.com/watch?v=f60-mBKJonA
Не женская женская драка!,https://www.youtube.com/watch?v=j11hCJ48uVE
Сезон мото ДТП открыт,https://www.youtube.com/watch?v=PVjQGkqMTMA
Пешеходы родились в рубашке,https://www.youtube.com/watch?v=BG-jG3pgMdk
Не со своего ряда,https://www.youtube.com/watch?v=3s3HrAJmZLA
Сдавал задним ходом во дворе,https://www.youtube.com/watch?v=et-9xWtA93E
Пропустил пешехода и попал в ДТП,https://www.youtube.com/watch?v=K8Jx5sPcItA
Покинул место ДТП,https://www.youtube.com/watch?v=lvw-8m3E7Pc
Сбили велосипедиста,https://www.youtube.com/watch?v=Ffd00s3i7rU
"ДТП, два друга нашли друг друга!",https://www.youtube.com/watch?v=aRn2bLVugFk
Вежливые водители в Петрозаводске,https://www.youtube.com/watch?v=q10hn0K6uYc
Неожиданная встреча на кольце,https://www.youtube.com/watch?v=Lk1_5Th_ak8
Вежливый водитель в Кондопоге,https://www.youtube.com/watch?v=cbszJhaaqLQ
Да чтож ты,https://www.youtube.com/watch?v=s2VIhyNfBcM
"Когда горит красный, но очень хочется проехать!",https://www.youtube.com/watch?v=j9HhNKX1Amk
"ДТП на проблемном перекрестке, Кондопога",https://www.youtube.com/watch?v=h6U_7aAvPgE
Автобус раздавил собачку,https://www.youtube.com/watch?v=B1Rez3DVQN4
Задержание водителя,https://www.youtube.com/watch?v=TqFxvR6b9ro
Парапарапаравозик,https://www.youtube.com/watch?v=4YBrGy5MP_g
Улетел в опору ЛЭП,https://www.youtube.com/watch?v=WVeMoOdKYYE
"Лесовоз ""разбросал"" бревна",https://www.youtube.com/watch?v=P28DFb6tSKQ
Догнал на перекрестке,https://www.youtube.com/watch?v=tO00BLE0M_E
Бздишь! Смаш! Машина в хлам!,https://www.youtube.com/watch?v=VHG2pg1eruc
Бетономешалка врезалась в седан,https://www.youtube.com/watch?v=re35csTHoa0
Не пропустил встречку,https://www.youtube.com/watch?v=R_x5cGv21JM
Чуть не убил,https://www.youtube.com/watch?v=u_WHq_24hbw
Да как так!,https://www.youtube.com/watch?v=6bJyx9WtYGY
Ну сколько можно,https://www.youtube.com/watch?v=fEx8s5DlOww
Красава! Влетел в стоячего!,https://www.youtube.com/watch?v=Pm456ID1asY
Дворовые разборки,https://www.youtube.com/watch?v=qkT_sWINowQ
Второй день рождения пешехода,https://www.youtube.com/watch?v=L672SaWHrsg
Авто стукнуло троллейбус,https://www.youtube.com/watch?v=Z7d5GqBf-P8
ДТП в Кондопоге,https://www.youtube.com/watch?v=wSMmU8Qvl08
Совершил ДТП и скрылся,https://www.youtube.com/watch?v=xPDGcOM18II
СБИЛИ РЕБЕНКА,https://www.youtube.com/watch?v=zAdMQz2nUOg
Что же вы по сторонам то не посмотрели?!,https://www.youtube.com/watch?v=jEJOptuVzws
Додрифтовался,https://www.youtube.com/watch?v=OSU6kyL2GTU
Спешка с парковкой,https://www.youtube.com/watch?v=ilDNPIChCWM
Задержание за 3 минуты?!,https://www.youtube.com/watch?v=VNWYFN0I2Z0
Лобовое ДТП на ул. Гоголя,https://www.youtube.com/watch?v=Nj3uxEHaJac
Встретился с пожарной машиной на перекрестке,https://www.youtube.com/watch?v=hIzx2IpdWxg
"Дворовая драка, 1 vs 4!",https://www.youtube.com/watch?v=mar5qXBODD8
Очень глупое ДТП,https://www.youtube.com/watch?v=RWGskjPektg
Утренняя драка в центре,https://www.youtube.com/watch?v=5teq3gwcTUo
Солнышко ослепило на перекрестке,https://www.youtube.com/watch?v=4xKQR7jpO-w
"И от машины увернулся, и пешеходов не сбил!",https://www.youtube.com/watch?v=WusB8WTyFEc
"Обидно, ведь летел на зеленый",https://www.youtube.com/watch?v=jV65eOc7DCQ
ДТП откуда не ждали!,https://www.youtube.com/watch?v=XK8sgYZsQ-c
ДТП на ночном перекрестке,https://www.youtube.com/watch?v=oo82cY1Fe8U
"Это они что, бензин слили?",https://www.youtube.com/watch?v=E3H85Ks4wc8
Сбили пешехода на Древлянке,https://www.youtube.com/watch?v=boQ2EH1qy2s
Жаль звука нет,https://www.youtube.com/watch?v=_YgtX15UQCw
ДТП на левом повороте у Автовокзала,https://www.youtube.com/watch?v=RT2pL6dePxE
Небольшое ДТП в Кондопоге,https://www.youtube.com/watch?v=R4XkuiEsIXY
И такое к сожалению случается,https://www.youtube.com/watch?v=aY-QxXvgLwU
Интересное ДТП,https://www.youtube.com/watch?v=fsBBltKoZX4
Кто виноват?,https://www.youtube.com/watch?v=AhxrT74WRyk
18+ кобель задрал маленькую собачку,https://www.youtube.com/watch?v=gGSJpoSfnkg
Поспешил на мигающий зеленый,https://www.youtube.com/watch?v=EbjzPTgAMrM
Столкновение с маршруткой на Невского,https://www.youtube.com/watch?v=n2o32NsF-wM
"Невский дрифт, Петрозаводск",https://www.youtube.com/watch?v=xPGAlkYYMP4
Ох как влетел,https://www.youtube.com/watch?v=6gZKagY6fkw
"ДТП на Зайцева, лобовое",https://www.youtube.com/watch?v=kCyulBhXSww
"ДТП на Октябрьском, классику занесло",https://www.youtube.com/watch?v=nPM82TmL0iI
Снова ДТП на Чапаева,https://www.youtube.com/watch?v=31I-zpOK5zY
Что это бахнуло?,https://www.youtube.com/watch?v=2p-23FYLL70
ДТП на глазах ДПС,https://www.youtube.com/watch?v=BKzB2jSNKTg
Неожиданный маневр и ДТП,https://www.youtube.com/watch?v=VykmgdXGryY
Сбили или сам упал?,https://www.youtube.com/watch?v=ICu80TQy660
Новогоднее ДТП,https://www.youtube.com/watch?v=_EZO8QKSmaw
Кто же так поворачивает?,https://www.youtube.com/watch?v=-XiN3M7i-fQ
Фура и легковой автомобиль,https://www.youtube.com/watch?v=ryhCRq3XYuA
НИКОГДА ТАК НЕ ДЕЛАЙТЕ,https://www.youtube.com/watch?v=C20v16uSuI8
Не повезло,https://www.youtube.com/watch?v=IlCPt0QtdH0
Отвлекся,https://www.youtube.com/watch?v=m0V4Xy9wZTE
"ДТП, въехал в бордюр",https://www.youtube.com/watch?v=-4sHjJII8hA
Классическое ДТП на кольце,https://www.youtube.com/watch?v=wIKxln5sHRQ
очередная драка в Кондопоге,https://www.youtube.com/watch?v=40cwwRFuZSQ
"ДТП, вылетел на обочину",https://www.youtube.com/watch?v=IKPhne_GJs8
Сбили или не сбили собаку?,https://www.youtube.com/watch?v=dUCtKWGwqdk
Собака? Кошка? Заяц?,https://www.youtube.com/watch?v=UsdO3gHBzHQ
Потенциально опасно,https://www.youtube.com/watch?v=bx4p8mr8P_E
Нарушение правил перевозки,https://www.youtube.com/watch?v=duvtmG5EguQ
И откуда такие берутся?,https://www.youtube.com/watch?v=r2uF4s4u81w
Загорелась проводка,https://www.youtube.com/watch?v=qea4Jr6hfm8
Троллейбус даже не качнулся,https://www.youtube.com/watch?v=DHg4Hx-1W-4
"""Ой, мне направо""",https://www.youtube.com/watch?v=S_HsUAYIG8k
Ребенок чуть не попал под колеса,https://www.youtube.com/watch?v=_iWqtu74NGQ
"""Завелся на передаче""",https://www.youtube.com/watch?v=uC02Gn9i254
"ДТП, чуть не задели пешехода",https://www.youtube.com/watch?v=rOmcKAF8LeQ
Избили двух женщин!,https://www.youtube.com/watch?v=yAEewCAEWPY
"""Забыл"", что нужно нажать на тормоз",https://www.youtube.com/watch?v=brWxMRB8VbE
Летел на мигающий,https://www.youtube.com/watch?v=ds26dcg8FAk
"ДТП с маршруткой, Октябрьский!",https://www.youtube.com/watch?v=PUqthUHHL84
"Наезд на пешехода, Петрозаводск!",https://www.youtube.com/watch?v=S1vWkiZFyPs
Тройное ДТП на Ленина,https://www.youtube.com/watch?v=z2Mt9fQVmzM
Авария у Макси,https://www.youtube.com/watch?v=ubyVBYIdiI0
Неожиданный удар справа,https://www.youtube.com/watch?v=stfpCPCSPpo
Сбили пешеходов на Невского,https://www.youtube.com/watch?v=FWW3c-_M7mE
ДТП на чапаевском кольце,https://www.youtube.com/watch?v=Hrmuts67GSc
Нечестный бой!,https://www.youtube.com/watch?v=zbSgm1jOhcg
Встретились в лобовую,https://www.youtube.com/watch?v=HyNbhAT4yTA
"Чапаева, ""левый поворот""!",https://www.youtube.com/watch?v=cVwotOmZRE8
Утреннее ДТП на Мелентьевой,https://www.youtube.com/watch?v=gX3_6UhkUYk
"""Пропустите меня! Я главный!""",https://www.youtube.com/watch?v=y7ZUwY9WmqI
"""Легкое"" ДТП на Анохина",https://www.youtube.com/watch?v=WO6r3Yby0ks
Новое ДТП на Чапаева,https://www.youtube.com/watch?v=8r2lMd_NqpI
Грузовик дрифтует!,https://www.youtube.com/watch?v=Hc4zPVEjeig
"ДТП спешки, Кондопога",https://www.youtube.com/watch?v=BmeA5mpE2I8
Долетался до ДТП,https://www.youtube.com/watch?v=Wz-AluwbuxM
ДТП Кондопога,https://www.youtube.com/watch?v=L_heFOPpJW8
Не успел среагировать,https://www.youtube.com/watch?v=Pl5zVkL_CTI
Несется не разбирая дороги,https://www.youtube.com/watch?v=X54jqT6kmr4
ДТП на Чапаева,https://www.youtube.com/watch?v=aje2NHCSGrg
Куда смотришь?,https://www.youtube.com/watch?v=XCKi9fYTbrE
Он это специально?,https://www.youtube.com/watch?v=ra5uhoPh59Y
Будьте внимательны. Гололед!,https://www.youtube.com/watch?v=jnR3vW3ZehI
Дрифт с печальным исходом!,https://www.youtube.com/watch?v=iuNjkeIy_Wk
Торопыга,https://www.youtube.com/watch?v=DkNXljWFHyM
Чуть не сбил пешехода!,https://www.youtube.com/watch?v=SrXJ-nN2W9A
Не спеши,https://www.youtube.com/watch?v=BlHoW9VusEA
Съехал в кювет!,https://www.youtube.com/watch?v=-tXohMkh_xE
"ДТП, левый поворот, с 50-ой секунды!",https://www.youtube.com/watch?v=om9CYIYMORQ
"Сбили насмерть, Петрозаводск!",https://www.youtube.com/watch?v=2JNBEbjf4x8
Лобовое на Ровио,https://www.youtube.com/watch?v=gx01A-fUx24
Газель перевернулась!,https://www.youtube.com/watch?v=xJpRhSH1qiM
Красивое ДТП,https://www.youtube.com/watch?v=kUn6Zqmh8OY
"Сбили на переходе, Кондопога!",https://www.youtube.com/watch?v=PDJUa8eNgB4
ДТП на левом повороте,https://www.youtube.com/watch?v=m8IWgDzOoOQ
Чуть не задавил пешехода!,https://www.youtube.com/watch?v=UlWuFVjSpvc
Кто виноват?,https://www.youtube.com/watch?v=JO7253zTjBE
Вот голова-то есть?,https://www.youtube.com/watch?v=0gqwA33yIRQ
"Сбили пешехода, Кондопога!",https://www.youtube.com/watch?v=vkyX-SBE1oI
Ребенок попал под колеса,https://www.youtube.com/watch?v=hsB5P-LSV5k
Драка у подъезда,https://www.youtube.com/watch?v=1iginpRyKLQ
Ночной дрифт,https://www.youtube.com/watch?v=-JyxzUFcyQg
Чудом обошлось без жертв,https://www.youtube.com/watch?v=Z6CWI8WLtYQ
Занесло на повороте,https://www.youtube.com/watch?v=NP8bFpnCwM4
Не разъехались на скользкой дороге,https://www.youtube.com/watch?v=Y0yQTSD5pk4
Влетел в грузовик,https://www.youtube.com/watch?v=Cp54Q-p9wg8
Въехал в маршрутку на Октябрьском,https://www.youtube.com/watch?v=2BhnVBqqmiQ
Чуть не сбил троих на пешеходном,https://www.youtube.com/watch?v=9pqcA8MJrhY
ДТП на ул. Кирова,https://www.youtube.com/watch?v=_VkqvFMDiW4
Разбил машину в лобовом,https://www.youtube.com/watch?v=IfDtcR604Hs
Лобовое на Ленина,https://www.youtube.com/watch?v=1x84sQK2As4
Взял радиус побольше!,https://www.youtube.com/watch?v=xp_D5hj5Nv8
ДТП под боком у сотрудников!,https://www.youtube.com/watch?v=qCdh62RceEE
Просто не пропустил!,https://www.youtube.com/watch?v=M1qC6bvdOWw
Сбил и сразу увез в больницу!,https://www.youtube.com/watch?v=GGQxWtM3FVc
И снова Ватутина!,https://www.youtube.com/watch?v=hMhCobYY5LA
Погоня на своих двоих!,https://www.youtube.com/watch?v=gpAnMSTOz_g
Как пешеход собрал 3 машины,https://www.youtube.com/watch?v=mvf_oAOeVU0
Поспешил на красный,https://www.youtube.com/watch?v=dFVKoGXSvOs
Ушли от столкновения...дважды!,https://www.youtube.com/watch?v=bc2BnK04r5k
Маршрутка и легковушка: кто первый,https://www.youtube.com/watch?v=gDVt0V7QkeY
Замешкался и попал в ДТП,https://www.youtube.com/watch?v=YrG6TcU62RM
Как я понимаю - пытался остановиться,https://www.youtube.com/watch?v=k_AYJo3tPIs
Ночное ДТП,https://www.youtube.com/watch?v=GCvBxZj466U
Ну допустим,https://www.youtube.com/watch?v=ZDmilYBZrxs
Сбили пешехода,https://www.youtube.com/watch?v=inTOPrREUds
серьезное ДТП на Октябрьском,https://www.youtube.com/watch?v=9k9OwdDKyXI
Рассыпал листы фанеры,https://www.youtube.com/watch?v=glKcwO2I0Iw
Сбили ребенка!,https://www.youtube.com/watch?v=q2lEAGVGmOk
Вы тоже это видите?,https://www.youtube.com/watch?v=GAJeNgNzxIw
Ночные вспышки в небе,https://www.youtube.com/watch?v=lzoE-sM3RVY
Ночная вспышка в Петрозаводске,https://www.youtube.com/watch?v=pshzLeKFy3Y
Жесткое столкновение,https://www.youtube.com/watch?v=y_qhFo2raVs
Еду только прямо!,https://www.youtube.com/watch?v=g-dkeyaG_WA
Еду как хочу!,https://www.youtube.com/watch?v=D7qSqnPO4Ns
Мелкое ДТП,https://www.youtube.com/watch?v=CaST96wLtXc
Сбил велосипедиста,https://www.youtube.com/watch?v=zZEE6YqzPwA
Вот так подрезал!,https://www.youtube.com/watch?v=Z3op5BC5aio
Убедись в безопасности маневра!,https://www.youtube.com/watch?v=hy631-Vu2go
Выпал из машины на ходу,https://www.youtube.com/watch?v=Ax_5HiW5NSo
Джип vs Ваз,https://www.youtube.com/watch?v=ju_Of4FVCxA
Не повезло с парковкой!,https://www.youtube.com/watch?v=NKdOrSKDqR0
Лобовое на Октябрьском,https://www.youtube.com/watch?v=Trb7E7hKrtc
Жесткий удар в маршрутку,https://www.youtube.com/watch?v=wYMfR5ZL8Sg
Спешка,https://www.youtube.com/watch?v=BFYyEmuqgIg
